place_id,Restaurant Name,Website,Address,Phone,blacklist flag
ChIJfakd_8gV6IgRdCknF12-vCA,The Barrel Bar & Grille,http://www.thebarrelbarandgrille.com/,"7452 W Grover Cleveland Blvd, Homosassa, FL 34446, USA",(352) 419-5520,
ChIJE7RYGFg_6IgR-wUKkBN4DEk,Jr's Smashburgers,,"10605 W Yulee Dr, Homosassa, FL 34448, USA",(352) 697-5996,
ChIJH2D8fAA_6IgR35METXz3Vcw,El Mezcal Mexican restaurant,https://elmezcalmexicanrest.com/elmezcalmexicanrestauranthomosassa?utm_source=google,"4522 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 423-1090,
ChIJjVYpCJA96IgRfU8CLD0iStc,The Chassahowitzka River Lodge Bar & Grill,https://chazriverlodges.com/the-lodge-bar-and-grill,"8501 W Miss Maggie Dr, Homosassa, FL 34448, USA",(352) 382-2427,
ChIJi8-Nyh0_6IgR1v6UTPYj_LE,Sweet SassaLicious,,"5380 S Boulevard Dr, Homosassa, FL 34448, USA",(352) 503-2023,
ChIJzXh4VCw-6IgRJlHF2oOpG9k,Grumpy Gators Bar & Grill,https://www.facebook.com/share/1JSowG5HcC/,"4828 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 503-2064,
ChIJsfC3XIc_6IgRLT1w7eDhqro,Skinny Tortuga,https://www.skinnytortuga.com/,"8696 W Halls River Rd, Homosassa, FL 34448, USA",(813) 460-1993,
ChIJe36EP_0V6IgRA6_5epoj9Zs,Breakfast Station,https://www.breakfaststationcentral.com/,"7781 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 503-2031,
ChIJu2w9w-8-6IgRxVa2fJwHHWc,Monkey Island Riverside Resort,https://monkeyislandriversideresort.com/,"5297 S Cherokee Way, Homosassa, FL 34448, USA",(352) 628-2474,
ChIJ0UllEgA_6IgRfwaAx1I3Cdg,Moms smoke shack,,"1611 S Suncoast Blvd, Homosassa, FL 34448, USA",,
ChIJy8CWi8U_6IgR9ciUXpg2hAg,Moschello's Pizza,,"3772 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-7704,
ChIJNfL-kfc-6IgRtYxByS4Ni84,The Museum Cafe,http://www.ncfob.com/,"10466 W Yulee Dr, Homosassa, FL 34448, USA",(352) 628-1081,
ChIJf8b5vsM_6IgRiIQdKThJEOs,Stixx Billiards,,"3171 S Stonebrook Dr, Homosassa, FL 34448, USA",(352) 628-0432,
ChIJdUo8xFU-6IgRmYhvvvNSlww,Manatee Campground Marina Pub,,"10175 W Fishbowl Dr, Homosassa, FL 34448, USA",(352) 628-5337,
ChIJhQ5zr6wV6IgRFf3s8b8cYq0,The Place 2B,,"5465 S Oakridge Dr, Homosassa, FL 34448, USA",,
ChIJkxulfkQV6IgRZ32n2kMaKx0,Rocco's Pizza & Cheesesteaks,https://www.roccospizzaandcheesesteaks.com/,"5356 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 765-2662,
ChIJXYnYCiUV6IgR6dPQHuvetWw,Foster’s Dixie Dogs,,"6360 S Suncoast Blvd, Homosassa Springs, FL 34448, USA",,
ChIJS3MCBO8-6IgRTMcopvYiQxo,Shelly's Seafood & Fish Market,https://www.shellysseafood.com/,"5380 S Boulevard Dr, Homosassa, FL 34448, USA",(352) 503-6882,
ChIJx0-jTI0V6IgR2xfdKeqynsQ,The Dog House 2,https://www.facebook.com/profile.php?id=100069492974634,"6261 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 419-4116,
ChIJH1u9Gc8_6IgRGdgFBD-QlT8,Kim's Cafe II,https://www.facebook.com/kimscafe2/,"3910 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-3225,
ChIJzReRz8g_6IgR0emkfjO_T6k,Michael Anthony's Pizza,https://michaelanthonyspizza.net/,"3938 S Suncoast Blvd, Homosassa Springs, FL 34446, USA",(352) 628-7827,
ChIJEdjCrjI-6IgR0lmIvURaou8,Luigi's Pizza,https://www.facebook.com/Luigis-Pizza-and-Restaurant-917441091718563/,"4538 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 628-5544,
ChIJ2_s0fdc_6IgRhclDOP2ZNW8,Twistee Treat Homosassa,http://www.twisteetreat.com/,"3834 S Suncoast Blvd, Homosassa, FL 34448, USA",,
ChIJ987PV4Fp6IgRX0HFv4sfLBw,Auggie's Cafe & Deli,https://auggiescafe.my.canva.site/,"3158 W Pine Ridge Blvd, Beverly Hills, FL 34465, USA",(352) 249-7677,
ChIJ8XFv1ids6IgRzES4nLVvK8k,Twisted Oaks Golf Club,https://twistedoaksgc.com/,"4801 N Forest Ridge Blvd, Beverly Hills, FL 34465, USA",(352) 746-6257,
ChIJl_8EoPe9woAREzDJ91WLLKA,Nua,https://www.nuabeverlyhills.com/,"403 N Crescent Dr, Beverly Hills, CA 90210, USA",(310) 247-0430,
ChIJv_4CN5Fu6IgRk4dbxgQb5VM,Moschello's II,https://www.facebook.com/MoschellospizzaII/,"750 W Hampshire Blvd, Citrus Springs, FL 34434, USA",(352) 746-5000,
ChIJ78EgR3e9woARkRmdvIBG5iY,Beverly Bar - Beverly Hills Restaurant,https://beverlybar.com/,"434 N Camden Dr, Beverly Hills, CA 90210, USA",(310) 464-1532,
ChIJqyLPBvi7woARrbtCldALUl8,Bacari Beverly Hills,https://www.eatwithbacari.com/beverly-hills,"9601 Brighton Way, Beverly Hills, CA 90210, USA",(323) 986-6763,
ChIJI5WCW9q7woAR6K2XLuyiNeA,Dante Beverly Hills,http://www.dantebeverlyhills.com/,"225 N Canon Dr, Beverly Hills, CA 90210, USA",(310) 860-7989,
ChIJ__-_7we8woARyKff5cO8Pk8,The Hideaway Beverly Hills,https://www.thehideawaybeverlyhills.com/,"421 N Rodeo Dr, Beverly Hills, CA 90210, USA",(310) 974-8020,
ChIJfelXrAe8woARVa-leHY8JMg,Jade Beverly Hills 🇯🇵,http://www.jadebeverlyhills.com/,"467 N Canon Dr, Beverly Hills, CA 90210, USA",(310) 888-8042,
ChIJlWZ9iGS9woAR9jIwvlLy9OA,Funke,https://www.funkela.com/,"9388 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",(424) 279-9796,
ChIJAZkQ2sJl6IgRjDcPMQHt2dw,Blue Gator Tiki Bar & Restaurant,http://www.blue-gator.com/,"12189 S Williams St, Dunnellon, FL 34432, USA",(352) 465-1635,
ChIJR5Pz5_i7woARtWdGNLs1PGA,Avra Beverly Hills,http://theavragroup.com/,"233 N Beverly Dr, Beverly Hills, CA 90210, USA",(310) 734-0841,
ChIJS1dM-1dv6IgRjJ4mr95yaCc,Sarah J’s Bistro,,"9576 N Citrus Springs Blvd, Citrus Springs, FL 34434, USA",(352) 897-5155,
ChIJQUWPJAC9woARNEeX7i12AD0,Marea Beverly Hills,https://marearestaurant.com/beverly-hills/?utm_source=GoogleBusinessProfile&organic=Menu&utm_campaign=MapLabs,"430 N Camden Dr, Beverly Hills, CA 90210, USA",(310) 620-8463,
ChIJi_R5HMm9woARv_qBcJatv_0,88 Club,https://www.88clubbh.com/,"9737 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",(310) 968-9955,
ChIJa9aiPk9s6IgR-HJME8bipuY,Cattle Dog Coffee Roasters,http://www.cattledogcoffeeroasters.net/,"2416 N Heritage Oaks Path, Hernando, FL 34442, USA",(352) 249-3166,
ChIJ87DnvAhs6IgReoTN40Ysvmo,New China Chinese Restaurant,https://chansnewchina.com/,"3599 N Lecanto Hwy, Beverly Hills, FL 34465, USA",(352) 746-3233,
ChIJfYDR4vi7woARtY0quVQ13SA,208 Rodeo Restaurant,https://www.208rodeo.com/,"208 N Rodeo Dr, Beverly Hills, CA 90210, USA",(310) 275-2428,
ChIJ08R3OEds6IgROMTrPJ7Jicw,Chan's,https://chanshernando.com/,"2665 N Forest Ridge Blvd, Hernando, FL 34442, USA",(352) 527-9969,
ChIJtwostghs6IgRCMR0keC7kDQ,What's The Scoop? Fast Food Restaurant & Ice Cream Shop,https://whats-the-scoop-2024.square.site/s/order,"3529 N Lecanto Hwy, Beverly Hills, FL 34465, USA",(352) 249-7152,
ChIJnWHdWfi7woAR20yo_FubEI4,The Grill on the Alley,https://thegrillonthealley.com/beverly-hills/,"9560 Dayton Wy, Beverly Hills, CA 90210, USA",(310) 276-0615,
ChIJh1pNY1pp6IgRQx3NODuIGVk,Pizza Pi,http://www.pizza-pi-pizzeria.com/,"3152 W Pine Ridge Blvd, Beverly Hills, FL 34465, USA",(352) 270-8100,
ChIJOwfZH_a7woARA0q8_z_TZWA,La Dolce Vita,http://ladolcevitabeverlyhills.com/,"9785 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",(310) 278-1845,
ChIJmyVqqAe8woARH6iMCyYrWEA,Wally's Beverly Hills,https://www.wallywine.com/locations,"447 N Canon Dr, Beverly Hills, CA 90210, USA",(310) 475-3540,
ChIJX1ObkGxy6IgRSak5UEK9ym0,Sabina's Diner & Ice Cream Shop,,"2400 N Florida Ave, Hernando, FL 34442, USA",(352) 637-1308,
ChIJ5VHaJC9t6IgRZ5DOWJmBSTw,Little Caesars Pizza,https://littlecaesars.com/en-us/store/20431,"3470 N Lecanto Hwy, Beverly Hills, FL 34464, USA",(352) 513-2292,
ChIJZ847aUe9woARGP0m7DtKRmI,La ong Beverly Hills,https://www.laongbh.com/,"9632 S Santa Monica Blvd, Beverly Hills, CA 90210, USA",(424) 343-0003,
ChIJMaDFp6wL6IgRhvVwOTefp7k,Florida Cracker Shamrock's - Irish Tavern,https://flacracker.com/shamrocks,"8343 E Orange Ave, Floral City, FL 34436, USA",(352) 726-6414,
ChIJzyRpS-QN6IgRTrD710VHIQg,The Family Pit,,"8877 S Florida Ave, Floral City, FL 34436, USA",(352) 257-6741,
ChIJhX2aUPEL6IgRBPro8CPiq-E,Shamrock Inn,https://shamrockinn-floralcity.com/,"8343 E Orange Ave, Floral City, FL 34436, USA",(352) 726-6414,
ChIJRwZAPIcI6IgRT_W-YJcFenc,Bree’s Riverside Restaurant,https://www.facebook.com/The-New-Riverside-Restaurant-103910752212541,"29250 Lake Lindsey Rd, Nobleton, FL 34661, USA",(352) 799-2252,
ChIJl2-dhoML6IgRklEjsfRhcUo,Wishing Stone Tavern,,"5975 S Florida Ave, Floral City, FL 34436, USA",(352) 726-2526,
ChIJcxmjIjHn54gRJYtM1ZyQsMI,Big Bass Grill Lakefront Restaurant and Marina,http://bigbassgrill.com/,"965 Co Rd 439, Lake Panasoffkee, FL 33538, USA",(352) 793-8150,
ChIJAd_sScrg54gRBG7QarQY1H4,Catfish Johnny's Restaurant,http://catfishjohnnysrestaurant.com/,"2396 N County Rd 470, Lake Panasoffkee, FL 33538, USA",(352) 793-2083,
ChIJ88JZdh0N6IgRsQNYvkQIQ2E,Tac O'Clock,https://www.facebook.com/p/Tac-OClock-100087816941203/,"8650 S Florida Ave, Floral City, FL 34436, USA",(689) 276-9453,
ChIJA4vmDQAL6IgRCPLnosUeva8,Patriot Bar-B-Q,,"7191 S Florida Ave, Floral City, FL 34436, USA",,
ChIJ2Sb3lqAL6IgRMdAEu2vQdJE,Monster's Pizza Floral City,https://www.monsterspizzafloralcity.com/,"7101 S Florida Ave, Floral City, FL 34436, USA",(352) 419-8945,
ChIJCwtlPFYD6IgRtSK4xAC-zX8,Florida Cracker Kitchen,https://www.flacracker.com/kitchen,"966 E Jefferson St, Brooksville, FL 34601, USA",(352) 754-8787,
ChIJSwl79onk54gRLUMXQZ4zJ9g,Howie's Family Restaurant,https://howiesfamilyrestaurant.shop/,"840 N Main St, Bushnell, FL 33513, USA",(352) 793-8582,
ChIJ_SmVmc8P6IgRXFp9uORcu1g,Hogzdogzz,,"9085 S Florida Ave, Floral City, FL 34436, USA",,
ChIJydlbNxEn6IgRcnv3kaWnbGU,The Lazy Lizard,https://www.facebook.com/thelazylizardhb,"3192 Shoal Line Blvd, Hernando Beach, FL 34607, USA",(352) 293-3307,
ChIJC719-Uwn6IgRciJXJ_MuixA,Hernando Beach Tropical Grille,http://www.tropicalgrille.com/,"4139 Shoal Line Blvd, Hernando Beach, FL 34607, USA",(352) 556-2039,
ChIJC-AsC1xw6IgRp4nguhcbMME,Red's Restaurant,https://redsrestaurant.shop/,"8411 N Carl G Rose Hwy, Hernando, FL 34442, USA",(352) 344-4322,
ChIJxQkUvb8n6IgRwN5u8nz31no,Silver Dolphin Restaurant,https://www.silverdolphinrestaurant.com/,"4036 Shoal Line Blvd, Hernando Beach, FL 34607, USA",(352) 701-2152,
ChIJI7B85yVz6IgRwUPTWJ9Dh7A,The Sandwich Den,http://thesandwichden.com/,"2780 N Florida Ave #5, Hernando, FL 34442, USA",(352) 419-4073,
ChIJZeinGZZz6IgRyZ68UNdRCZ0,Don Chamoy Mexican Street Food-Snacks - Desserts,http://donchamoy.square.site/,"2637 N Florida Ave, Hernando, FL 34442, USA",(352) 270-4395,
ChIJ8wSvWLll6IgR7ZBHt6atwL0,Swampy's Bar & Grille,http://swampys.restaurant/,"19773 E Pennsylvania Ave, Dunnellon, FL 34432, USA",(352) 283-8368,
ChIJTRjy4Rch6IgRijoe-tga2pQ,Upper Deck Cafe,http://upperdeckww.com/,"5386 Darlene St, Spring Hill, FL 34607, USA",(352) 340-5155,
ChIJXYFWaVMn6IgRZ9rSS18PCws,Brian's Place,http://briansonthebeach.com/,"3430 Shoal Line Blvd, Spring Hill, FL 34607, USA",(352) 597-5101,
ChIJ2QmdxlRz6IgR4AFU3qhJikk,Gustto Empanadas,,"2258 N Florida Ave, Hernando, FL 34442, USA",(352) 673-5788,
ChIJJyjI0q2fwogRmt_F5mAGrS0,Jabo's BBQ and Seafood,https://jabosbbq.com/,"3335 Shoal Line Blvd, Hernando Beach, FL 34607, USA",(352) 686-9500,
ChIJndBtlmxy6IgRRAca9THs6Fs,Chicken King,http://www.facebook.com/home.php#!/pages/Hernando-FL/Chicken-King/,"2420 N Florida Ave, Hernando, FL 34442, USA",(352) 344-0223,
ChIJ3XAKZAAF6IgRueL2t3j8pRU,Green Door on Broad,http://www.gdo8.com/,"4 N Broad St, Brooksville, FL 34601, USA",(352) 631-5038,
ChIJQ2Gorblt6IgRbCpKei7nm5Y,Jimmy T's New York Deli,,"910 E Norvell Bryant Hwy, Hernando, FL 34442, USA",(352) 637-5555,
ChIJIW_t7nVl6IgR6P99LHcvQaQ,Riviera Maya Mexican Restaurant,https://rivieramaya.top/,"11352 N Williams St #103, Dunnellon, FL 34432, USA",(352) 322-0616,
ChIJmf0YLlMD6IgROJRKCpMnvB8,The Office at the Crossroads,,"25 W Dr Martin Luther King Jr Blvd, Brooksville, FL 34601, USA",(352) 797-2709,
ChIJZxnMNYYn6IgR_FT4-UVOGdA,Hernando Beach Java & Kava,https://hbsips.com/,"4090 Shoal Line Blvd, Hernando Beach, FL 34607, USA",(352) 340-4000,
ChIJQRurPcNl6IgRbXLZ_eZr1RM,Gruff's Tap & Grille,http://gruffsgrill.com/,"12084 S Williams St, Dunnellon, FL 34432, USA",(352) 465-2881,
ChIJXUi0nd8D6IgRS6RI7rRccA8,Papa Joes Italian Restaurant,http://papajoes.org/,"6244 Spring Lake Hwy, Brooksville, FL 34601, USA",(352) 799-3904,
ChIJNRhSGIMg6IgRIPQyuBAzGns,Cody's Original Roadhouse - Spring Hill,https://www.codysoriginalroadhouse.com/springhill,"3101 Commercial Way, Spring Hill, FL 34606, USA",(352) 683-8909,
ChIJQ8qAtx1z6IgRfbM_HKxYx0Q,Hometown Deli,https://hometowndelifl.com/,"103 N Apopka Ave, Inverness, FL 34450, USA",(352) 419-6200,
ChIJEQhzySVz6IgRnjw-oCBBRps,The Depot,https://www.inverness-fl.gov/Facilities/Facility/Details/Depot-District-2,"300 N Apopka Ave, Inverness, FL 34450, USA",(352) 726-3913,
ChIJTSTfjr6BVogRoyLkkMAPczg,Storm Distillery,http://www.stormdistillery.com/,"105 N Apopka Ave, Inverness, FL 34450, USA",(352) 436-9037,
ChIJv2I-vQlz6IgRRwM_oJ-QGvM,Christmas Cafe,,"1482 US-41, Inverness, FL 34450, USA",(352) 419-4329,
ChIJTRd05jkN6IgRMwTM_W2FnvU,Citrus County Fairgrounds,http://www.citruscountyfair.com/,"3600 S Florida Ave, Inverness, FL 34450, USA",(352) 726-2993,
ChIJowhNmtUN6IgR62fTpNadphU,Saehrimnir Smokehouse LLC,http://saehrimnirsmokehouse.com/,"1515 Druid Rd, Inverness, FL 34452, USA",(352) 503-9011,
ChIJ8a1y5y1z6IgR05XzacK2b8Y,HCA Florida Citrus Hospital,https://www.hcafloridahealthcare.com/locations/citrus-hospital/?utm__campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,"502 W Highland Blvd, Inverness, FL 34452, USA",(352) 726-1551,
ChIJ92PDV59B6IgRCfQuogFcpJ0,EBODS,https://iloveebods.com/,"300 N Apopka Ave, Inverness, FL 34450, USA",(352) 201-6264,
ChIJkSnJrJ9z6IgRMSC7G3jFwLk,Laredo Taco Company,https://www.laredotacocompany.com/?utm_source=G&utm_medium=local&utm_campaign=google-local,"1007 US-41, Inverness, FL 34450, USA",(352) 601-9228,
ChIJMYODUUJz6IgR-Zua8b2yAOo,The Canna Bakery Shop,https://www.doordash.com/store/24988761,"2028 Hwy 44 W, Inverness, FL 34453, USA",(352) 419-4324,
ChIJrU6Q37hy6IgRKudyI3DIDe4,Brooklyn Deli,https://www.brooklyndeliinverness.com/,"3360 E Gulf to Lake Hwy, Inverness, FL 34453, USA",(352) 637-3354,
ChIJ225y8S5z6IgRfE8T1dyk0Js,Taco Bell,https://locations.tacobell.com/fl/inverness/616-w-main-street.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=042916&utm_content=website&y_source=1_NjE0Mjc2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"616 W Main St, Inverness, FL 34450, USA",(352) 344-1155,
ChIJA7a_SChz6IgR3dJxvrZYBDk,Viet Deli,https://www.ordervietdeli.com/,"1221 US-41 N, Inverness, FL 34450, USA",(352) 419-4885,
ChIJfZL_nZ9y6IgRMZHab46me7Y,Rutabagas Natural Food Market & Café,http://rutabagasmarket.com/,"335 S Croft Ave, Inverness, FL 34453, USA",(352) 344-0096,
ChIJwz79YDZz6IgRlqxutlQ-RwE,Cooter Pond Park,http://www.inverness-fl.gov/160/Cooter-Pond-Park,"181 US Hwy 41 S, Inverness, FL 34450, USA",(352) 726-3913,
ChIJc1dumbVz6IgRkv4LkVn-5bo,Jersey Mike's Subs,https://www.jerseymikes.com/13193/inverness-fl?utm_source=google&utm_medium=organic&utm_campaign=listings,"1070 W Main St, Inverness, FL 34450, USA",(352) 503-0344,
ChIJ4y31dydz6IgRiWJlzOxlrUM,First Taste Chinese Restaurant,https://www.firsttastechinese.com/,"1466 US-41, Inverness, FL 34450, USA",(352) 726-2333,
ChIJM-A8Ti5z6IgRbqlYRyuMk4E,Checkers,https://checkersandrallys.com/location/-871968?y_source=1_MzI0OTA5NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"510 W Main St, Inverness, FL 34450, USA",(352) 341-4445,
ChIJi2ZD9TVz6IgRq-YVTW8Ni50,Huddle House,https://huddlehouse.com/locations/fl/inverness/321-south-highway-41,"321 US Hwy 41 S, Inverness, FL 34450, USA",(352) 254-8751,
ChIJbR5xNilz6IgR0K_Q8hOSNsc,Jimmy John's,https://locations.jimmyjohns.com/fl/inverness/sandwiches-3479.html?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAyNDA4MzU3NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"821 W Main St, Inverness, FL 34450, USA",(352) 637-3278,
ChIJoRVhj2Bt6IgRFwOXgBS26es,Wendy's,https://locations.wendys.com/united-states/fl/inverness/2495-e-gulf-to-lake-hwy?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"2495 E Gulf to Lake Hwy, Inverness, FL 34453, USA",(352) 341-5300,
ChIJI8yETtJB6IgRX4SC24WeOvc,St. Johns Martini Bar,,"568 N Citrus Ave, Crystal River, FL 34428, USA",(352) 794-6367,
ChIJKUDxSboDtokRG01Udf1uDkA,Mimi's Bakehouse,https://www.mimibakehouse.com/,"430 NE 3rd St, Crystal River, FL 34429, USA",(352) 794-3024,
ChIJNfZxXchB6IgRYlP3vMIYhRs,Mickey's Bar Crystal River,https://mickeysbarcrystalriver.gbiz.shop/,"770 NE 5th St, Crystal River, FL 34429, USA",(352) 563-0302,
ChIJ11w5y11B6IgRq9QU_9hbv7k,Cattle Dog Coffee Roasters,http://www.cattledogcoffeeroasters.net/,"638 N Citrus Ave, Crystal River, FL 34428, USA",(352) 228-8818,
ChIJ69qIrHZB6IgRi5z-SlkYxUw,Denny's Restaurant,https://locations.dennys.com/FL/CRYSTAL-RIVER/246861?utm_source=G&utm_medium=organic&utm_campaign=DAC,"2380 SE US Hwy 19, Crystal River, FL 34428, USA",(352) 563-1177,
ChIJXwI-UbZB6IgRPJtOADPcHQQ,Sara's Diner,,"216 US-19, Crystal River, FL 34429, USA",(352) 794-3899,
ChIJpUy_EzZA6IgR5fFuQMWj-h4,Rural King,https://www.ruralking.com/locations/rural-king/1801-us-highway-19-crystal-river-fl-74/?utm_source=google&utm_medium=lastmile&utm_campaign=74,"1801 US-19, Crystal River, FL 34428, USA",(352) 794-0039,
ChIJoxePxIpB6IgRSKNC6A40Ye8,Naha Sushi,https://www.nahasushi.com/,"2010 SE US Hwy 19 unit 1, Crystal River, FL 34429, USA",(352) 794-3776,
ChIJby4V_clB6IgRTrw2KMSUNXk,El Ranchito Mexican Grill,http://www.elranchitocrystalriver.com/,"445 NE 1st Terrace, Crystal River, FL 34429, USA",(352) 795-5251,
ChIJXbm6RABB6IgRVBuAW2sxv48,Little Caesar's,,"318 SE 1st Terrace, Crystal River, FL 34429, USA",,
ChIJQfXLGplB6IgRtA33ZgeWypI,Guyer's Ice Cream & Doughnuts,https://guyersicecream.com/,"116 NE 5th St, Crystal River, FL 34429, USA",(352) 794-3477,
ChIJEaDTLj5A6IgRTRGd7iPYues,Applebee's Grill + Bar,https://restaurants.applebees.com/en-us/fl/crystal-river/200-n.-suncoast-blvd.-96023?utm_source=google&utm_medium=organic&utm_campaign=google_my_business&utm_term=96023&utm_content=website,"200 N Suncoast Blvd, Crystal River, FL 34429, USA",(352) 563-2800,
ChIJWYQvSadB6IgRBRM_OCGQBoI,Uncle Louie G's,http://unclelouiegee.com/,"15 NW US-19, Crystal River, FL 34428, USA",(352) 699-4975,
ChIJb5AaeLzBbIcR9lXXp1ruQME,Karma Cottage Inc,http://www.karmacottage.com/,"652A N Citrus Ave, Crystal River, FL 34428, USA",(352) 566-0300,
ChIJA8RTiw1A6IgRgR9bS_1lTks,Taco Bell,https://locations.tacobell.com/fl/crystal-river/555-ne-hwy-19.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=042922&utm_content=website&y_source=1_NjE0MzAxNy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"555 SE US Hwy 19, Crystal River, FL 34428, USA",(352) 795-4107,
ChIJ9QPbJ_Q_6IgRlHgQxQi7EkA,Homosassa Distillery & Brewing Company,https://homosassadistillery.com/,"8759 W Tradeways Ct, Homosassa, FL 34448, USA",(352) 436-9614,
ChIJyVACffI_6IgRe61mN-60sPw,Jim's club 19,,"3383 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-6698,
ChIJq4B0YSQ_6IgRdjFlP02vrQs,Cattle Dog Coffee Roasters,http://cattledogcoffeeroasters.net/,"4556 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 419-4125,
ChIJ__s-X6U_6IgR7DS_ayDEtNI,Old Homosassa Heritage Park and Working Waterfront,https://homosassacivicclubinc.org/,"5380 S Boulevard Dr, Homosassa, FL 34448, USA",(352) 628-9333,
ChIJddiJm0g_6IgRXpm2HbBOTkw,Jugs Pub sports bar,,"3283 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 860-4438,
ChIJiY0Kycc_6IgR_i3UZk1w7s0,The Cichlid Barn,,"7605 W Aquaduct St, Homosassa Springs, FL 34448, USA",,
ChIJexIMpMU_6IgRR_T3ZA21nPw,Bowl 360 Homosassa,http://www.bowl360.com/,"3655 S Suncoast Blvd, Homosassa, FL 34448, USA",(877) 377-2695,
ChIJv4RxhcU_6IgRqoOv6D5oPLk,Taco Bell,https://locations.tacobell.com/fl/homosassa/3763-south-suncoast-blvd-.html?utm_source=yext&utm_campaign=googlelistings&utm_medium=referral&utm_term=036145&utm_content=website&y_source=1_OTI4MzY3NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,"3763 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-0027,
ChIJTTHiI8w_6IgR89hvVjSS-vc,Ellie Schiller Homosassa Springs Wildlife State Park,https://www.floridastateparks.org/park/Homosassa-Springs,"4150 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 423-5600,
ChIJvxoqTwA_6IgR6TKpnVjkT8I,The freezer tikki bar,,"Homosassa, FL 34448, USA",,
ChIJV0zTYLQ_6IgRmNDY1cgAcbU,Ellie Schiller Homosassa Springs Wildlife State Park West Entrance,https://www.floridastateparks.org/park/Homosassa-Springs,"9225 W Fishbowl Dr, Homosassa, FL 34448, USA",(352) 423-5600,
ChIJWRoRcc8_6IgRKcjftUV9E2c,RaceTrac,https://www.racetrac.com/locations/florida/homosassa/w_-homosassa?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,"3861 S Suncoast Blvd, Homosassa, FL 34448, USA",(404) 829-6226,
ChIJ86eTM8w_6IgR2axw5suc1gw,Wendy's,https://locations.wendys.com/united-states/fl/homosassa/4223-suncoast-blvd?utm_source=Yext&utm_medium=Google_My_Business&utm_campaign=Local_Search,"4223 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 382-2608,
ChIJj2JTFDwV6IgRxiKQMOii1oY,Hole in One Donuts Homosassa,,"5364 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 765-4300,
ChIJ_xm_7Gk_6IgRkguIKvtf8bI,Monkey Island,http://www.historicmonkeyisland.com/,"Homosassa, FL 34448, USA",(352) 628-2474,
ChIJt-K9Gc8_6IgRdpmi6-aP6B0,Mr. Wang's Chinese Restaurant,,"3906 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-6366,
ChIJvV-Oi8U_6IgRAtgWmKOA1Hk,New China Restaurant,,"3770 S Suncoast Blvd, Homosassa, FL 34448, USA",(352) 628-1122,
ChIJ6-XUiPEV6IgRc0eCy7A-Dlg,Howard's Flea Market,http://www.howardsfleamarket.com/,"6373 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 628-3532,
ChIJoaLK4_E-6IgRtjrCqDjvI-8,Homosassa Civic Club,http://homosassacivicclubinc.org/,"5530 S Mason Creek Rd, Homosassa, FL 34448, USA",(352) 628-9333,
ChIJ12FxRJgV6IgRAfzpR1AA6rk,Country & Coastal Meat and Seafood Market,,"5386 S Suncoast Blvd, Homosassa, FL 34446, USA",(352) 419-4522,
ChIJR--CCylz6IgRkb8FVdRqwIk,Pizza Hut,https://locations.pizzahut.com/fl/inverness/940-w-main-st?utm_medium=organic&utm_source=local&utm_campaign=googlelistings&utm_content=website&utm_term=298354,"940 W Main St, Inverness, FL 34450, USA",(352) 726-4880,
ChIJCQxIXbEM6IgRhrKabm84M74,IRRU Family Social Club,https://m.facebook.com/IRRU-Family-Social-Club-298660135791/,"922 US Hwy 41 S, Inverness, FL 34450, USA",(352) 637-5118,
